,prefix_v4,ips_v4,prefix_v6,48s_v6
197508,8,2048,0,0
60680,2,512,3,2
204170,220,62208,0,0
209576,1,256,0,0
206350,3,768,2,524288
204974,2,768,0,0
8529,11,13824,0,0
205171,1,256,0,0
201684,4,1024,1,1
28885,206,466944,176,69666
210297,3,1024,0,0
207865,1,1024,0,0
50010,533,312832,1,524288
202655,1,1024,0,0
209726,1,256,0,0
15679,7,1792,0,0
