,prefix_v4,ips_v4,prefix_v6,48s_v6
34945,1,1024,0,0
198499,6,8960,4,65536
200612,16,4096,9,524288
204806,3,1024,0,0
29384,15,135168,5,196610
8781,128,684544,11,524289
42415,1,256,0,0
208944,1,512,1,524288
48728,28,26112,1,524288
60185,6,1024,1,65536
42298,120,368640,99,99
47901,9,2304,0,0
