,prefix_v4,ips_v4,prefix_v6,48s_v6
35457,20,6144,0,0
210052,4,1024,0,0
201998,3,512,0,0
35729,15,3072,0,0
208278,1,256,0,0
30882,8,2048,0,0
5416,162,124416,3,65536
62123,3,768,0,0
56494,4,1024,0,0
51375,130,125952,1,65536
35019,11,3072,0,0
44876,4,1024,0,0
59605,16,6400,7,7
35546,2,4096,0,0
31452,91,59392,0,0
39273,54,20480,0,0
48109,5,1280,0,0
35568,10,3072,0,0
35313,13,36864,1,65536
